Practice_Blocks.thisRepN,Practice_Blocks.thisTrialN,Practice_Blocks.thisN,Practice_Blocks.thisIndex,Practice_trials.thisRepN,Practice_trials.thisTrialN,Practice_trials.thisN,Practice_trials.thisIndex,A1_Blocks.thisRepN,A1_Blocks.thisTrialN,A1_Blocks.thisN,A1_Blocks.thisIndex,A1_trials.thisRepN,A1_trials.thisTrialN,A1_trials.thisN,A1_trials.thisIndex,A2_Blocks.thisRepN,A2_Blocks.thisTrialN,A2_Blocks.thisN,A2_Blocks.thisIndex,A2_trials.thisRepN,A2_trials.thisTrialN,A2_trials.thisN,A2_trials.thisIndex,polygon_5.started,polygon_5.stopped,descriptionText_5.started,descriptionText_5.stopped,keyPressRun_5.keys,keyPressRun_5.rt,keyPressRun_5.started,keyPressRun_5.stopped,polygon_6.started,polygon_6.stopped,descriptionText_6.started,descriptionText_6.stopped,keyPressRun_6.keys,keyPressRun_6.rt,keyPressRun_6.started,keyPressRun_6.stopped,polygon_7.started,polygon_7.stopped,descriptionText_7.started,descriptionText_7.stopped,keyPressRun_7.keys,keyPressRun_7.rt,keyPressRun_7.started,keyPressRun_7.stopped,fixation10.started,fixation10.stopped,fixationImage10.started,fixationImage10.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc_6.started,blackProc_6.stopped,greenProc_6.started,greenProc_6.stopped,ProcTarget_6.started,ProcTarget_6.stopped,ProcPicture_5.started,ProcPicture_5.stopped,blackWaitInterTrial_7.started,blackWaitInterTrial_7.stopped,whiteWaitInterTrial_7.started,whiteWaitInterTrial_7.stopped,blackTrial_3.started,blackTrial_3.stopped,whiteTrial_3.started,whiteTrial_3.stopped,TrialPicture_3.started,TrialPicture_3.stopped,keyPressTrial_3.keys,keyPressTrial_3.started,keyPressTrial_3.stopped,blackWaitInterTrial_8.started,blackWaitInterTrial_8.stopped,whiteWaitInterTrial_8.started,whiteWaitInterTrial_8.stopped,fixation_3.started,fixation_3.stopped,fixationImage_3.started,fixationImage_3.stopped,polygon_end_4.started,polygon_end_4.stopped,end_text_4.started,end_text_4.stopped,polygon_3.started,polygon_3.stopped,descriptionText_3.started,descriptionText_3.stopped,keyPressRun_3.keys,keyPressRun_3.rt,keyPressRun_3.started,keyPressRun_3.stopped,polygon_9.started,polygon_9.stopped,descriptionText_9.started,descriptionText_9.stopped,keyPressRun_9.keys,keyPressRun_9.rt,keyPressRun_9.started,keyPressRun_9.stopped,blackProc_3.started,blackProc_3.stopped,greenProc_3.started,greenProc_3.stopped,ProcPicture_3.started,ProcPicture_3.stopped,blackWaitInterTrial_5.started,blackWaitInterTrial_5.stopped,whiteWaitInterTrial_5.started,whiteWaitInterTrial_5.stopped,polygon_4.started,polygon_4.stopped,descriptionText_4.started,descriptionText_4.stopped,keyPressRun_4.keys,keyPressRun_4.rt,keyPressRun_4.started,keyPressRun_4.stopped,blackProc_4.started,blackProc_4.stopped,greenProc_4.started,greenProc_4.stopped,ProcTarget_4.started,ProcTarget_4.stopped,blackWaitInterTrial_6.started,blackWaitInterTrial_6.stopped,whiteWaitInterTrial_6.started,whiteWaitInterTrial_6.stopped,polygon_end_3.started,polygon_end_3.stopped,end_text_3.started,end_text_3.stopped,polygon_12.started,polygon_12.stopped,descriptionText_12.started,descriptionText_12.stopped,keyPressRun_12.keys,keyPressRun_12.rt,keyPressRun_12.started,keyPressRun_12.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,ProcPicture.started,ProcPicture.stopped,blackWaitInterTrial.started,blackWaitInterTrial.stopped,whiteWaitInterTrial.started,whiteWaitInterTrial.stopped,blackTrial.started,blackTrial.stopped,whiteTrial.started,whiteTrial.stopped,TrialPicture.started,TrialPicture.stopped,keyPressTrial.keys,keyPressTrial.rt,keyPressTrial.started,keyPressTrial.stopped,blackWaitInterTrial_2.started,blackWaitInterTrial_2.stopped,whiteWaitInterTrial_2.started,whiteWaitInterTrial_2.stopped,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,polygon_end.started,polygon_end.stopped,end_text.started,end_text.stopped,polygon_15.started,polygon_15.stopped,descriptionText_15.started,descriptionText_15.stopped,keyPressRun_15.keys,keyPressRun_15.rt,keyPressRun_15.started,keyPressRun_15.stopped,blackProc_2.started,blackProc_2.stopped,greenProc_2.started,greenProc_2.stopped,ProcTarget_2.started,ProcTarget_2.stopped,ProcPicture_2.started,ProcPicture_2.stopped,blackWaitInterTrial_3.started,blackWaitInterTrial_3.stopped,whiteWaitInterTrial_3.started,whiteWaitInterTrial_3.stopped,blackTrial_2.started,blackTrial_2.stopped,whiteTrial_2.started,whiteTrial_2.stopped,TrialPicture_2.started,TrialPicture_2.stopped,keyPressTrial_2.keys,keyPressTrial_2.started,keyPressTrial_2.stopped,blackWaitInterTrial_4.started,blackWaitInterTrial_4.stopped,whiteWaitInterTrial_4.started,whiteWaitInterTrial_4.stopped,fixation_2.started,fixation_2.stopped,fixationImage_2.started,fixationImage_2.stopped,polygon_end_2.started,polygon_end_2.stopped,end_text_2.started,end_text_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,2,0,2,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.1767955999967,None,575.1767955999967,None,575.1767955999967,None,None,,0.012815059992135502,1.0097253599960823,576.1780563999928,None,576.1780563999928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,2,0,2,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.878910200001,None,577.878910200001,None,577.878910200001,None,None,,0.01298126000619959,1.010218760013231,578.8803638999962,None,578.8803638999962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.4817452999996,None,580.4817452999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.5331915999996,None,582.5331915999996,None,582.5331915999996,None,582.5331915999996,None,586.0365667999868,None,586.0365667999868,None,587.5659211999882,None,587.5659211999882,None,587.5659211999882,None,None,,0.01645267999265343,1.0172111799911363,588.5720898,None,588.5720898,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.314476399988,None,590.314476399988,None,590.314476399988,None,None,,0.0047575799835613,1.0106162799929734,591.3246698000003,None,591.3246698000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.1251368999947,None,593.1251368999947,None,593.1251368999947,None,None,,0.013040059988270514,1.0103518599935342,594.1269861999899,None,594.1269861999899,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.8284174,None,595.8284174,None,595.8284174,None,None,,0.013524659996619448,1.011705359996995,596.8294344999886,None,596.8294344999886,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.5299693999987,None,598.5299693999987,None,598.5299693999987,None,None,,0.013617859993246384,1.011520259999088,599.531854099987,None,599.531854099987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.3332331999991,None,601.3332331999991,None,601.3332331999991,None,None,,0.012824660007026978,1.0102289600035874,602.3340349999926,None,602.3340349999926,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.1351692999888,None,604.1351692999888,None,604.1351692999888,None,None,,0.0129429600056028,1.0101884600007907,605.136643299993,None,605.136643299993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,3,0,3,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.8374162999971,None,606.8374162999971,None,606.8374162999971,None,None,,0.013435059998300858,1.0111044600052992,607.8399307999935,None,607.8399307999935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,3,0,3,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.5402016999869,None,609.5402016999869,None,609.5402016999869,None,None,,0.013258260019938461,1.0104458600108046,610.541221499996,None,610.541221499996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,3,0,3,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.1446010999935,None,612.1446010999935,None,612.1446010999935,None,None,,0.01018035999732092,1.0212660599936498,613.1603632999904,None,613.1603632999904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,3,0,3,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.9627200999967,None,614.9627200999967,None,614.9627200999967,None,None,,0.012038660002872348,1.0101051600067876,615.9642418000003,None,615.9642418000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,3,0,3,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.5633139999991,None,617.5633139999991,None,617.5633139999991,None,None,,0.012801059987396002,1.0097469599859323,618.5650800999865,None,618.5650800999865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.1665281999885,None,620.1665281999885,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.2156599000009,None,622.2156599000009,None,622.2156599000009,None,622.2156599000009,None,625.7212176999892,None,625.7212176999892,None,627.2243702999986,None,627.2243702999986,None,627.2243702999986,None,None,,0.010082659995532595,1.005796259996714,628.2233985999919,None,628.2233985999919,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.9251834999886,None,629.9251834999886,None,629.9251834999886,None,None,,0.01282515999628231,1.009668459999375,630.9259569999995,None,630.9259569999995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.647796099991,None,632.647796099991,None,632.647796099991,None,None,,0.009051419998286292,1.0190827199985506,633.6616658999992,None,633.6616658999992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.4792209000007,None,635.4792209000007,None,635.4792209000007,None,None,,0.012294719999772497,1.0087407199898735,636.4805706999905,None,636.4805706999905,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.0835821999935,None,638.0835821999935,None,638.0835821999935,None,None,,0.013549259994761087,1.0096255599928554,639.0843255999935,None,639.0843255999935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.884443899995,None,640.884443899995,None,640.884443899995,None,None,,0.013471660000504926,1.011239259998547,641.8853753999865,None,641.8853753999865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.586962299989,None,643.586962299989,None,643.586962299989,None,None,,0.013668159997905605,1.0119046600011643,644.5877671999915,None,644.5877671999915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,4,0,4,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.1915369999915,None,646.1915369999915,None,646.1915369999915,None,None,,0.010626760005834512,1.0209658600069815,647.2063247999904,None,647.2063247999904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,4,0,4,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.9071572999965,None,648.9071572999965,None,648.9071572999965,None,None,,0.0126932600105647,1.0096943600074155,649.909004000001,None,649.909004000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,4,0,4,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.510423899992,None,651.510423899992,None,651.510423899992,None,None,,0.013333959999727085,1.0109477600053651,652.5113136,None,652.5113136,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,4,0,4,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.3138331999944,None,654.3138331999944,None,654.3138331999944,None,None,,0.010928059986326844,1.0060433599865064,655.3137701999949,None,655.3137701999949,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,4,0,4,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.9158147999988,None,656.9158147999988,None,656.9158147999988,None,None,,0.012727859997539781,1.0098717600048985,657.9160392999911,None,657.9160392999911,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.7173398999876,None,659.7173398999876,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.7733028999937,None,661.7733028999937,None,661.7733028999937,None,661.7733028999937,None,665.2724697999947,None,665.2724697999947,None,666.8060740999936,None,666.8060740999936,None,666.8060740999936,None,None,,0.0144443799945293,1.0132391799998004,667.808040399992,None,667.808040399992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.6269993999886,None,669.6269993999886,None,669.6269993999886,None,None,,0.013729720012634061,1.0100482200214174,670.6270462999964,None,670.6270462999964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.3297101999924,None,672.3297101999924,None,672.3297101999924,None,None,,0.012285259988857433,1.0082945599860977,673.329630799999,None,673.329630799999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.1302145999944,None,675.1302145999944,None,675.1302145999944,None,None,,0.012587559991516173,1.0094009599852143,676.1320042999869,None,676.1320042999869,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.7339922999963,None,677.7339922999963,None,677.7339922999963,None,None,,0.013194859988288954,1.0106985599995824,678.734160699998,None,678.734160699998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.4360504999931,None,680.4360504999931,None,680.4360504999931,None,None,,0.012684059998719022,1.0095283600094263,681.4365764999966,None,681.4365764999966,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
