Practice_Blocks.thisRepN,Practice_Blocks.thisTrialN,Practice_Blocks.thisN,Practice_Blocks.thisIndex,Practice_trials.thisRepN,Practice_trials.thisTrialN,Practice_trials.thisN,Practice_trials.thisIndex,A1_Blocks.thisRepN,A1_Blocks.thisTrialN,A1_Blocks.thisN,A1_Blocks.thisIndex,A1_trials.thisRepN,A1_trials.thisTrialN,A1_trials.thisN,A1_trials.thisIndex,A2_Blocks.thisRepN,A2_Blocks.thisTrialN,A2_Blocks.thisN,A2_Blocks.thisIndex,A2_trials.thisRepN,A2_trials.thisTrialN,A2_trials.thisN,A2_trials.thisIndex,polygon_5.started,polygon_5.stopped,descriptionText_5.started,descriptionText_5.stopped,keyPressRun_5.keys,keyPressRun_5.rt,keyPressRun_5.started,keyPressRun_5.stopped,polygon_6.started,polygon_6.stopped,descriptionText_6.started,descriptionText_6.stopped,keyPressRun_6.keys,keyPressRun_6.rt,keyPressRun_6.started,keyPressRun_6.stopped,polygon_7.started,polygon_7.stopped,descriptionText_7.started,descriptionText_7.stopped,keyPressRun_7.keys,keyPressRun_7.rt,keyPressRun_7.started,keyPressRun_7.stopped,fixation10.started,fixation10.stopped,fixationImage10.started,fixationImage10.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc_6.started,blackProc_6.stopped,greenProc_6.started,greenProc_6.stopped,ProcTarget_6.started,ProcTarget_6.stopped,ProcPicture_5.started,ProcPicture_5.stopped,blackWaitInterTrial_7.started,blackWaitInterTrial_7.stopped,whiteWaitInterTrial_7.started,whiteWaitInterTrial_7.stopped,blackTrial_3.started,blackTrial_3.stopped,whiteTrial_3.started,whiteTrial_3.stopped,TrialPicture_3.started,TrialPicture_3.stopped,keyPressTrial_3.keys,keyPressTrial_3.started,keyPressTrial_3.stopped,blackWaitInterTrial_8.started,blackWaitInterTrial_8.stopped,whiteWaitInterTrial_8.started,whiteWaitInterTrial_8.stopped,fixation_3.started,fixation_3.stopped,fixationImage_3.started,fixationImage_3.stopped,polygon_end_4.started,polygon_end_4.stopped,end_text_4.started,end_text_4.stopped,polygon_3.started,polygon_3.stopped,descriptionText_3.started,descriptionText_3.stopped,keyPressRun_3.keys,keyPressRun_3.rt,keyPressRun_3.started,keyPressRun_3.stopped,polygon_9.started,polygon_9.stopped,descriptionText_9.started,descriptionText_9.stopped,keyPressRun_9.keys,keyPressRun_9.rt,keyPressRun_9.started,keyPressRun_9.stopped,blackProc_3.started,blackProc_3.stopped,greenProc_3.started,greenProc_3.stopped,ProcPicture_3.started,ProcPicture_3.stopped,blackWaitInterTrial_5.started,blackWaitInterTrial_5.stopped,whiteWaitInterTrial_5.started,whiteWaitInterTrial_5.stopped,polygon_4.started,polygon_4.stopped,descriptionText_4.started,descriptionText_4.stopped,keyPressRun_4.keys,keyPressRun_4.rt,keyPressRun_4.started,keyPressRun_4.stopped,blackProc_4.started,blackProc_4.stopped,greenProc_4.started,greenProc_4.stopped,ProcTarget_4.started,ProcTarget_4.stopped,blackWaitInterTrial_6.started,blackWaitInterTrial_6.stopped,whiteWaitInterTrial_6.started,whiteWaitInterTrial_6.stopped,polygon_end_3.started,polygon_end_3.stopped,end_text_3.started,end_text_3.stopped,polygon_12.started,polygon_12.stopped,descriptionText_12.started,descriptionText_12.stopped,keyPressRun_12.keys,keyPressRun_12.rt,keyPressRun_12.started,keyPressRun_12.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,ProcPicture.started,ProcPicture.stopped,blackWaitInterTrial.started,blackWaitInterTrial.stopped,whiteWaitInterTrial.started,whiteWaitInterTrial.stopped,blackTrial.started,blackTrial.stopped,whiteTrial.started,whiteTrial.stopped,TrialPicture.started,TrialPicture.stopped,keyPressTrial.keys,keyPressTrial.rt,keyPressTrial.started,keyPressTrial.stopped,blackWaitInterTrial_2.started,blackWaitInterTrial_2.stopped,whiteWaitInterTrial_2.started,whiteWaitInterTrial_2.stopped,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,polygon_end.started,polygon_end.stopped,end_text.started,end_text.stopped,polygon_15.started,polygon_15.stopped,descriptionText_15.started,descriptionText_15.stopped,keyPressRun_15.keys,keyPressRun_15.rt,keyPressRun_15.started,keyPressRun_15.stopped,blackProc_2.started,blackProc_2.stopped,greenProc_2.started,greenProc_2.stopped,ProcTarget_2.started,ProcTarget_2.stopped,ProcPicture_2.started,ProcPicture_2.stopped,blackWaitInterTrial_3.started,blackWaitInterTrial_3.stopped,whiteWaitInterTrial_3.started,whiteWaitInterTrial_3.stopped,blackTrial_2.started,blackTrial_2.stopped,whiteTrial_2.started,whiteTrial_2.stopped,TrialPicture_2.started,TrialPicture_2.stopped,keyPressTrial_2.keys,keyPressTrial_2.started,keyPressTrial_2.stopped,blackWaitInterTrial_4.started,blackWaitInterTrial_4.stopped,whiteWaitInterTrial_4.started,whiteWaitInterTrial_4.stopped,fixation_2.started,fixation_2.stopped,fixationImage_2.started,fixationImage_2.stopped,polygon_end_2.started,polygon_end_2.stopped,end_text_2.started,end_text_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.30326239998976,None,471.30326239998976,None,471.30326239998976,None,a,0.560882900012075,0.012595959997270256,1.026090560000739,472.304115299994,None,472.304115299994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.00767179999093,None,474.00767179999093,None,474.00767179999093,None,a,0.5985129000036977,0.010214560010354035,1.0209674600046128,475.0230964999937,None,475.0230964999937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.72485709999455,None,476.72485709999455,None,476.72485709999455,None,None,,0.013478560009389184,1.0092518600140465,477.7254762999946,None,477.7254762999946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.42711049999343,None,479.42711049999343,None,479.42711049999343,None,None,,0.01355105999391526,1.0113877599942498,480.4279880999966,None,480.4279880999966,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.2297678999894,None,482.2297678999894,None,482.2297678999894,None,None,,0.012960760010173544,1.0100134600070305,483.23030499999004,None,483.23030499999004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.058658199996,None,485.058658199996,None,485.058658199996,None,None,,0.0012805199949070811,1.0032223199959844,486.06611429998884,None,486.06611429998884,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.66688219999196,None,487.66688219999196,None,487.66688219999196,None,None,,0.013103360004606657,1.010564059994067,488.66822089999914,None,488.66822089999914,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.4690203999926,None,490.4690203999926,None,490.4690203999926,None,None,,0.012867760000517592,1.0100954600056866,491.4708549999923,None,491.4708549999923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.0720564999938,None,493.0720564999938,None,493.0720564999938,None,None,,0.01282735999848228,1.010311960009858,494.07403689999774,None,494.07403689999774,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.773597899999,None,495.773597899999,None,495.773597899999,None,None,,0.012639160006074235,1.009985559998313,496.77603299998736,None,496.77603299998736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.377696999989,None,498.377696999989,None,498.377696999989,None,None,,0.012903360009659082,1.010128360008821,499.37768669999787,None,499.37768669999787,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.0789428999997,None,501.0789428999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.1307931999909,None,503.1307931999909,None,503.1307931999909,None,503.1307931999909,None,506.6340097999928,None,506.6340097999928,None,508.13605149999785,None,508.13605149999785,None,508.13605149999785,None,None,,0.011724059993866831,1.0081609600019874,509.1363003999868,None,509.1363003999868,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.9753095999913,None,510.9753095999913,None,510.9753095999913,None,None,,0.00894237999455072,1.018833980007912,511.9887177999917,None,511.9887177999917,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.5891305999976,None,513.5891305999976,None,513.5891305999976,None,None,,0.012768059998052195,1.0098395599925425,514.5910602999938,None,514.5910602999938,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.2924923999963,None,516.2924923999963,None,516.2924923999963,None,None,,0.013077259995043278,1.0104347599990433,517.2936199999967,None,517.2936199999967,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.9948797999969,None,518.9948797999969,None,518.9948797999969,None,None,,0.013216360006481409,1.0106893600022886,519.995677599989,None,519.995677599989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.5976322999923,None,521.5976322999923,None,521.5976322999923,None,None,,0.01239396000164561,1.0087826600065455,522.5979563000001,None,522.5979563000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.4408437999955,None,524.4408437999955,None,524.4408437999955,None,None,,0.003622580014052801,1.008434080009465,525.4505964999989,None,525.4505964999989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.1520501999912,None,527.1520501999912,None,527.1520501999912,None,None,,0.013022359999013133,1.0101908600045135,528.1528011999908,None,528.1528011999908,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.9534089999943,None,529.9534089999943,None,529.9534089999943,None,None,,0.013424159988062456,1.0108920599886915,530.9552503999876,None,530.9552503999876,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.7580075000005,None,532.7580075000005,None,532.7580075000005,None,None,,0.012811359993065707,1.011254259996349,533.7577221999964,None,533.7577221999964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.4592459999985,None,535.4592459999985,None,535.4592459999985,None,None,,0.0134392600011779,1.0110719600052107,536.4600336000003,None,536.4600336000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0605466999987,None,538.0605466999987,None,538.0605466999987,None,None,,0.013234159996500239,1.0108212600025581,539.0623626999877,None,539.0623626999877,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.8638116999937,None,540.8638116999937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.9036630999908,None,542.9036630999908,None,542.9036630999908,None,542.9036630999908,None,546.4026993999869,None,546.4026993999869,None,547.9346165999887,None,547.9346165999887,None,547.9346165999887,None,None,,0.014206179999746382,1.0125710799911758,548.9375103999919,None,548.9375103999919,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.7381661999971,None,550.7381661999971,None,550.7381661999971,None,None,,0.012509659994975664,1.0090048599959118,551.7397982999973,None,551.7397982999973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.540634399993,None,553.540634399993,None,553.540634399993,None,None,,0.013213359998189844,1.0112592600053176,554.5425021999981,None,554.5425021999981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.2440557999944,None,556.2440557999944,None,556.2440557999944,None,None,,0.013307760003954172,1.010909160002484,557.2449390999973,None,557.2449390999973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.8618343999988,None,558.8618343999988,None,558.8618343999988,None,None,,0.014898120003635995,1.014135420002276,559.8637944999937,None,559.8637944999937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.4653756999905,None,561.4653756999905,None,561.4653756999905,None,None,,0.013191959995310754,1.0099671599891735,562.4660352999927,None,562.4660352999927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.1671891000005,None,564.1671891000005,None,564.1671891000005,None,None,,0.012968259994522668,1.0110165599908214,565.1683869999979,None,565.1683869999979,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,2,0,2,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.8690946999996,None,566.8690946999996,None,566.8690946999996,None,None,,0.01320945999759715,1.0106155599933118,567.870806299994,None,567.870806299994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,2,0,2,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.6741545999976,None,569.6741545999976,None,569.6741545999976,None,None,,0.012619260000064969,1.0087795599974925,570.6733410999877,None,570.6733410999877,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
,,,,,,,,2,0,2,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.4749247,None,572.4749247,None,572.4749247,None,None,,0.013573760006693192,1.011334060007357,573.4757248999958,None,573.4757248999958,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,2019_Oct_21_1434,untitled,3.2.3,59.96821684565655,
