polygon_5.started,polygon_5.stopped,descriptionText_5.started,descriptionText_5.stopped,keyPressRun_5.keys,keyPressRun_5.rt,keyPressRun_5.started,keyPressRun_5.stopped,participant,date,expName,psychopyVersion,frameRate,
10.631555099971592,None,10.631555099971592,None,space,1.0288564000220504,0.004319420113461092,None,ff,2020_Jan_31_1504,untitled,3.2.3,60.04887978984144,
